                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.42963,                0.43277,                0.98975,                0.91572,                0.90671,                0.94688,                0.89498,                0.31592,                0.36776,                0.85346,             0.00020828,             0.00020828,             0.00020828
